"sim","censoring","n","subdivisions","perc_censored","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","time_extrap","time_extrap_no"
"11440-1","extra_heavy",500,750,0.806,0.997836263753312,0.104713042699977,0.089030864868164,0.105837325922344,0.0431602917080749,0.21616719243598,2.62899999999996,NA
"11440-2","extra_heavy",500,750,0.8,0.897465449774004,0.872008672949593,0.203091339507721,0.132402929259636,0.377397695034997,0.156641884870768,5.08800000000002,NA
"11440-3","extra_heavy",500,750,0.784,1.02304556490041,0.466367189267741,0.237552710469312,0.119639061554272,0.405318032223113,0.171910818699316,5.54899999999998,NA
"11440-4","extra_heavy",500,750,0.818,1.11758420612159,0.112291673499536,0.0322113944105091,0.0995460037667458,0.098024896901262,0.254438171835405,3.09299999999996,NA
"11440-5","extra_heavy",500,750,0.826,0.929838280736596,0.324575668300265,0.383980006769769,0.140190267172445,0.232813498309951,0.14899909071706,4.75599999999997,NA
"11440-6","extra_heavy",500,750,0.806,1.08046907555854,0.340590086126352,0.132709729181715,0.141424536649396,0.327875047188004,0.159344249792799,4.45799999999997,NA
"11440-7","extra_heavy",500,750,0.834,0.95391467166235,0.975991133654538,0.0550631723476693,0.147076467574884,0.388041940114387,0.129752882639375,5.435,NA
"11440-8","extra_heavy",500,750,0.82,1.11173970519774,0.0537130090183268,0.110436529414685,0.11250976382302,0.026116485686433,0.219037908777784,2.101,NA
"11440-9","extra_heavy",500,750,0.812,0.878412345133041,0.294668549705543,0.335886852521124,0.117382034883364,0.129943007108944,0.179648685072821,3.65300000000002,NA
"11440-10","extra_heavy",500,750,0.802,0.933830074187734,0.64617930724358,0.345658791053507,0.133629594644817,0.426403358365867,0.157454878907722,5.96000000000004,NA
"11440-11","extra_heavy",500,750,0.81,0.899584923257325,0.262160685574748,0.293658053815592,0.140659831701775,0.151133630163497,0.148431528070625,3.63599999999997,NA
"11440-12","extra_heavy",500,750,0.808,1.18082348144648,0.0632330416743151,0.29845270832464,0.101787794607299,0.155767357003748,0.227087223279391,3.96099999999996,NA
"11440-13","extra_heavy",500,750,0.824,0.844494602679402,0.731257205999984,0.423307791894934,0.13546536099397,0.48686054681244,0.170030634270285,4.99799999999999,NA
"11440-14","extra_heavy",500,750,0.806,1.02921644073831,0.079332654595918,0.135943787602357,0.0913104419890657,0.0700693128190613,0.258705450284473,3.04999999999995,NA
"11440-15","extra_heavy",500,750,0.824,0.981630208031744,0.358456083179441,0.171083600600015,0.117188052073861,0.133574464282649,0.174314691534491,3.64799999999997,NA
"11440-16","extra_heavy",500,750,0.82,0.743074875395436,1.90410691616437,-0.0466581334985079,0.129680720370095,0.501002346728346,0.17540101815284,4.69399999999996,NA
"11440-17","extra_heavy",500,750,0.828,0.831248715719512,0.74138546980106,0.122270181375003,0.135380059500075,0.297274835701649,0.168667613841306,4.81099999999998,NA
"11440-18","extra_heavy",500,750,0.8,1.01705353726103,0.204285444589205,0.252791619644968,0.144987606721918,0.161509174839229,0.141664345907386,3.64099999999996,NA
"11440-19","extra_heavy",500,750,0.82,1.14250903456701,0.27865246286614,0.154463897595308,0.129692566792756,0.167404316653958,0.15543553356171,4.02999999999997,NA
"11440-20","extra_heavy",500,750,0.814,1.00114351090017,0.418328203095201,0.0861056106258039,0.125488618043247,0.193792976240434,0.191781547382056,4.363,NA
"11440-21","extra_heavy",500,750,0.828,1.00740275844699,0.958036241144417,0.154496997187229,0.145292444527741,0.60755335485931,0.189510837322631,4.99400000000003,NA
"11440-22","extra_heavy",500,750,0.79,1.03717729293049,0.248397615997999,0.322780674252039,0.106270006540786,0.220115600743251,0.184096524783849,3.96300000000002,NA
"11440-23","extra_heavy",500,750,0.792,1.04926945439073,0.520232438015999,0.315957807702235,0.138687688890441,0.75237722025506,0.153244402505726,5.983,NA
"11440-24","extra_heavy",500,750,0.812,0.98530174658909,0.948451471180838,0.325189694427993,0.147671051592761,0.576667919409952,0.132361266821647,5.98700000000008,NA
"11440-25","extra_heavy",500,750,0.828,0.887918024408732,2.13751784771514,0.228274548678951,0.147531579965574,0.837583320912,0.16861332161035,7.44799999999998,NA
"11440-26","extra_heavy",500,750,0.816,0.97853128513201,0.496674298963008,0.28231567756711,0.119028130072401,0.241146391479722,0.168438396215668,4.80200000000002,NA
"11440-27","extra_heavy",500,750,0.804,0.939710027204989,0.418679632133092,0.141946132233604,0.11707304766166,0.224250241395755,0.210887635695419,4.54699999999991,NA
"11440-28","extra_heavy",500,750,0.844,1.14466382319428,0.207557962396541,0.161879155483545,0.126337552436019,0.189379767623265,0.202454024033883,4.07799999999997,NA
"11440-29","extra_heavy",500,750,0.826,1.10578364702633,0.0216753219642385,0.340831222557095,0.102653077243291,0.0334192435408066,0.228332367101357,2.65800000000002,NA
"11440-30","extra_heavy",500,750,0.816,1.16015744472968,0.32194564989951,0.131789000488132,0.124330640132568,0.315797720947571,0.189704362467728,5.58100000000002,NA
"11440-31","extra_heavy",500,750,0.778,0.976253237590803,0.426087065320228,0.131367039759437,0.107693544058436,0.23772003222355,0.18968421988862,4.3950000000001,NA
"11440-32","extra_heavy",500,750,0.83,1.07023979520279,0.042321051391092,0.418745859542073,0.124106867393396,0.112235480131766,0.161719981062381,3.3069999999999,NA
"11440-33","extra_heavy",500,750,0.814,1.10465245353461,0.220920804902962,0.220517305789605,0.122646686687471,0.214170342449597,0.17437616519024,4.3069999999999,NA
"11440-34","extra_heavy",500,750,0.814,1.12447373800253,0.239743513851905,0.254718234727102,0.142808522896212,0.296270602526932,0.131547955549609,5.28499999999997,NA
"11440-35","extra_heavy",500,750,0.792,1.06598442482869,0.0437323270619574,0.381433842654755,0.0990891268459174,0.0823929470362981,0.259998596639112,3.16100000000006,NA
"11440-36","extra_heavy",500,750,0.796,1.09351312770375,0.626776177970241,0.25297610478035,0.140755003885624,0.505736326452622,0.148902659768553,6.27999999999997,NA
"11440-37","extra_heavy",500,750,0.82,0.883737304854422,1.16652106554441,0.368190756949634,0.169083108576572,0.737361704939011,0.139979767124187,5.49800000000005,NA
"11440-38","extra_heavy",500,750,0.822,0.92806435752794,0.218814142769882,0.208174514720866,0.122308718289686,0.0967471773678719,0.171901911090527,3.303,NA
"11440-39","extra_heavy",500,750,0.824,1.19760902729031,0.503406758579663,-0.167908164493159,0.111083499388573,0.230051431024702,0.193644659696582,5.26699999999994,NA
"11440-40","extra_heavy",500,750,0.828,0.782896868300644,1.20372853833021,0.13267135462524,0.135217443078461,0.373308585986656,0.148398274724203,5.601,NA
"11440-41","extra_heavy",500,750,0.81,1.02970267494782,0.503921235891115,0.246336911715674,0.137018368442616,0.299550219258441,0.15134968105042,4.90299999999991,NA
"11440-42","extra_heavy",500,750,0.786,1.15918738824871,0.474747590298799,0.244576266287908,0.123609023427497,0.55997717954785,0.169278980245434,6.048,NA
"11440-43","extra_heavy",500,750,0.82,0.887418814616082,0.770994239418207,0.0331980090774415,0.120838821429327,0.289564516477936,0.195486369738492,3.67499999999995,NA
"11440-44","extra_heavy",500,750,0.826,1.16308157597055,0.1197777881853,0.121513282807445,0.138231141856582,0.14452515980587,0.146679612287382,3.55899999999997,NA
"11440-45","extra_heavy",500,750,0.854,1.08270833551099,0.0993893067199813,0.27404058062899,0.118022058620195,0.0702324652317216,0.158885038518054,3.23599999999999,NA
"11440-46","extra_heavy",500,750,0.81,1.16989879830112,-0.0863384688151678,0.435186597707316,0.113382103344211,0.302209959544074,0.21076582613248,5.05100000000004,NA
"11440-47","extra_heavy",500,750,0.826,1.0747004435096,0.539202523773947,0.202250819430864,0.154597880819484,0.517668663567903,0.14528070142529,6.04300000000001,NA
"11440-48","extra_heavy",500,750,0.792,0.828589837664561,1.64066037498252,0.359514132867079,0.13815030511551,0.534028044686659,0.147255213531248,6.18700000000001,NA
"11440-49","extra_heavy",500,750,0.82,1.05111108767912,0.292531779858537,0.374076227774844,0.124112551471911,0.298116016554379,0.141305932297769,5.12,NA
"11440-50","extra_heavy",500,750,0.774,1.0756245250726,0.452606489905563,0.310052938737762,0.118276686685404,0.412577524987803,0.160547605639119,5.30799999999999,NA
